tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors_ids,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks_ids,production_companies_ids
136861,Bite Sisters,바이트 씨스터즈,"vampire, reincarnation, social media, immortal, supernatural power, female centered plot",2021-10-19,https://image.tmdb.org/t/p/w500/x8gAPaITZpkpy3DvtXiMh8p3wHV.jpg,https://image.tmdb.org/t/p/original/hPgW7RJm56m6jwule1sD0fiNnjw.jpg,,"1311803, 1631995, 2995135, 2934538",18,1.0,10.0,10.0,"About Han Yi Na who is an 821-year-old vampire who can’t stand seeing injustice. When she unexpectedly becomes a trendsetting influencer with over a million followers, Han Yi Na uses her power to secretly help those in need.",2.672,7.0,1.0,,,KR,,171514
80024,Secret Queen Makers,퀸카메이커,,2018-06-04,https://image.tmdb.org/t/p/w500/kxFfNulympPeTlqdSa8SzEQjgPR.jpg,https://image.tmdb.org/t/p/original/s5qSq9sRzzXby6gM6Z7BZCBn1Vd.jpg,,"1875666, 1436018, 122408, 1578115, 1496155, 1257657, 1233717",18,1.0,7.0,15.0,A drama about a geeky girl that turned out to be beautiful. She will be helped by the 6 male lead actors.,3.008,7.571,7.0,,,KR,1152,
70093,School 4,학교 4,high school,2001-04-08,https://image.tmdb.org/t/p/w500/9oZSYv1jHmPWQa7ZeMniW2wr67r.jpg,,,"37940, 1489519, 1453798, 592257, 1464875",18,1.0,48.0,,The KBS youth drama is about the lives of the staff and students in Sewon Arts High School.,2.653,,,,,KR,342,
92930,Tong: Memories,통: 메모리즈,"high school, friendship, martial arts, gangster, based on comic, gang, street fight, high school gang",2016-07-22,https://image.tmdb.org/t/p/w500/cCcUtVITLk91SH4sfCkbdSqJgC6.jpg,https://image.tmdb.org/t/p/original/hky2mBxIxO3GvqGkqVijKypVyvU.jpg,,"1615316, 1680316, 1101359, 1680318, 1678530","10759, 18",1.0,12.0,12.0,A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.,4.09,7.0,1.0,,,KR,2745,
40419,Temptation of an Angel,천사의 유혹,,2009-10-12,https://image.tmdb.org/t/p/w500/iwXemt8NwqkqKXNN80bUczDg1zQ.jpg,https://image.tmdb.org/t/p/original/4FkURN9qvePnFsZwg4MOdBn2mz4.jpg,,"1239251, 1248899, 1140792, 1235477, 118694, 68464, 1487437, 132179, 2056748, 2123084",18,1.0,21.0,70.0,"Joo Ah-Ran and Shin Hyun-Woo have an elaborate wedding at a luxurious hotel. Shin Hyun-Woo sincerely loves Joo Ah-Ran, but Joo Ah-Ran has ulterior motives for the marriage. Joo Ah-Rans family was destroyed by Shin Hyun-Woo's parents and, because of this, she is marrying Shin Hyun-Woo in a secret plan to exact revenge.Sometime after their marriage, Shin Hyun-Woo is involved in a horrible car accident, leaving him in a coma. Once Shin Hyun-Woo awakes from his coma he learns of Joo Ah-Ran's revenge plot and then sets out on his own path for revenge....",2.648,8.0,1.0,,,KR,156,68634
38934,Creating Destiny,인연 만들기,,2009-10-10,https://image.tmdb.org/t/p/w500/iL9p8Y7K6dFmAjJsaws4aCxEktG.jpg,https://image.tmdb.org/t/p/original/tOM5bVYcQkJpY26HttZfbsL9ofT.jpg,,"105410, 1601721, 1254424, 1123505, 1238647, 1552872, 1149923, 1254427, 1254428, 3047526, 1350087, 992630",18,1.0,31.0,70.0,"Han Sang-eun immigrated to Australia with her family at a young age. After graduating from law school, she announces her plans to marry her American boyfriend Alex, a fellow attorney. But her father is strongly opposed to the match, because he has his heart set on her marrying Kim Yeo-joon, the son of his best friend who lives back in Korea. He orders her to meet the bachelor that they picked out for her before she goes ahead and marries Alex. Sang-eun finds herself exiled to Korea, where she reluctantly teams up with Yeo-joon, who is focused on his career and equally uninterested in marriage, to devise a plan that will allow them to avoid their impending wedlock.",2.643,7.0,1.0,,,KR,,
64519,Dummy Mommy,바보엄마,,2012-03-17,https://image.tmdb.org/t/p/w500/bGte7UbY2q93ebwTQ0hesAtM4CO.jpg,,,"232599, 1304602, 1493545, 25003, 77280, 1222951, 1238642, 1257619, 1330918, 1137388, 2533426, 2414745","35, 18, 10751",1.0,20.0,70.0,"Kim Young-joo is a genius with an IQ of 200 and the youngest editor of a fashion magazine. Constantly embarrassed and ashamed of her mother's developmental disability and suffocated by her affection, Young-joo leaves home and runs away to get married. But after she gives birth to her own daughter and becomes a mother herself, Young-joo begins to see her life and family differently.",2.639,6.0,2.0,,,KR,156,
31118,Gourmet,식객,"cooking, based on comic, food, korean cuisine",2008-06-17,https://image.tmdb.org/t/p/w500/6Sw9U5kDOqAaZSNrkCIoJAsfqyP.jpg,https://image.tmdb.org/t/p/original/66vcx9xAskbYeUmj0wQ855YxKIj.jpg,,"1222330, 87890, 148673, 1090732, 144135, 1238646",18,1.0,24.0,60.0,"Kim Rae-Won stars as the warm hearted chef-in-training Lee Sung-Chan, while actress Nam Sang-Mi plays a silly country girl, Kim Jin-soo, who trails Lee with high hopes of becoming a food columnist. Veteran actor Choi Bul-Am appears as Master Oh Sook-soo, Lee's stepfather and the only person who truly believes in Lee's potential.

Sung-Chan is a happy and bright young man who loves to cook. Leaving the heavy responsibility of becoming the head chef of Oh's famous restaurant to his stepbrother, he explores the world of cooking and discovers that he's actually good at it. When Oh announces that he will not choose his own son to become the owner and head chef, cold-hearted jealousy and competition arise.",2.638,9.7,3.0,,,KR,156,29249
28267,Days in the Sun,햇빛 사냥,,2002-03-25,https://image.tmdb.org/t/p/w500/9x6qJawvLtvCGRla62MUy78EiZA.jpg,https://image.tmdb.org/t/p/original/bNfVzdyDC0AbIPKcax9jHQTIX6L.jpg,,"1256275, 64456, 83220, 132180, 1245330",18,1.0,16.0,80.0,"Hee Ju and Tae Kyong are friends who work at a hotel. During a violent bank robberty, Hee Ju is unaware that her cash is stolen by sneaky Dong Wook who happens to be next to her at the time of the robbery. Tae Kyong in the meantime is attracted to Seung Joon, a hotel guest. After an unfortunate incident at the hotel, Hee Ju and Tae Kyong move to Seoul where their paths cross with Dong Wook and Seung Joon.",2.631,,,,,,342,
39085,Detectives in Trouble,강력반,,2011-03-07,https://image.tmdb.org/t/p/w500/bKidbJ2hAXqExlMHHCjI4vD3MFm.jpg,https://image.tmdb.org/t/p/original/7RWQGoAegQaf7yUzV7L71Zgnx9J.jpg,,"86887, 85174, 145990, 545757, 1296075, 1246228, 573788, 552572, 1197942, 1257661",18,1.0,16.0,,"Based on real-life cases, this Korean drama focuses on a group of detectives in the Seoul Gangnam Police Homicide Division who solve crimes with their variety of skills and investigative methods.",2.629,8.4,4.0,,,KR,342,
155071,Reincarnation Love,환생연애,"reincarnation, love",2022-01-03,https://image.tmdb.org/t/p/w500/t15X3bRjTucZvpgeV4sQPrGdjS6.jpg,,,"2341408, 1787992","18, 35",1.0,1.0,,Reincarnation Love is a time-loop romance drama depicting the first meeting of Jeon Sang Tae who went on a blind date as a substitute of a friend & his 'fateful woman' Kim Hwa Ni,2.606,,,,,KR,,
106228,When I Was the Most Beautiful,내가 가장 예뻤을때,"love triangle, ceramic, race car driver",2020-08-19,https://image.tmdb.org/t/p/w500/yFL78eJjEJbQ9oiZ2g7j6Vvx7sL.jpg,https://image.tmdb.org/t/p/original/aEDrwGqAQ3kDd88LbqnLXljMpWU.jpg,,"139502, 1384687, 105409, 1106149, 1673497, 587632, 1257659, 68904, 77057, 87762, 2090574",18,1.0,16.0,35.0,"Oh Ye Ji is an art student who dreams of becoming a ceramic artist. She heads to school in Yangpyeong as both a student and a teacher, where she meets brothers Seo Hwan and Seo Jin. Hwan, who is Ye Ji’s student, falls in love with her and takes her to his father’s workshop to confess his feelings. However, at the workshop, Ye Ji meets Jin. Although Jin is aware of Hwan’s feelings toward Ye Ji, Jin does not hesitate to win over Ye Ji’s heart and eventually gets engaged to her. Overnight, those who are meant to be each other’s strongest supporters end up becoming the worst enemies thanks to a twist of fate. Straddling desire and love, the three struggle to figure out what’s right during the most beautiful time of their lives.",2.604,7.333,3.0,,,KR,97,
59046,Marry Him If You Dare,미래의 선택,,2013-10-14,https://image.tmdb.org/t/p/w500/9Av5nkc0Jlew11pf1EInx4ggFfu.jpg,https://image.tmdb.org/t/p/original/kBBody6zZZcUOxraAYhNSiFgIT.jpg,,"1233632, 1257590, 1233804, 1632316, 1251234, 994300, 936000, 998412","18, 10765",1.0,16.0,65.0,"Set in the world of television broadcasting, Na Mi-rae travels back in time to prevent her 32-year-old self from marrying news anchor Kim Shin, thus sending her past self down a different path and enabling her to pursue the things she really wanted in life.",1.883,6.0,2.0,,,KR,342,"29077, 36224"
18491,Snow Flower,눈꽃,,2006-11-20,https://image.tmdb.org/t/p/w500/asbrAFU5bcy7eALj5h8qeD6lCU9.jpg,https://image.tmdb.org/t/p/original/chryPrQzUcOnymnn3h5HGEnbJFs.jpg,,"1304595, 1246904, 1091050, 543672",18,1.0,16.0,60.0,"Snow Flower is a 2006 South Korean television series starring Kim Hee-ae, Go Ara, Lee Jae-ryong and Kim Kibum. It aired on SBS from November 20, 2006 to January 9, 2007 on Mondays and Tuesdays at 21:55 for 16 episodes.

A story about a mother who tries to protect her daughter out of love but inflicts pain instead, the drama series was based on the same-titled novel written by Kim Soo-hyun. It was also adapted into the 1992 film Flower in Snow starring Yoon Jeong-hee and Lee Mi-yeon.",2.595,,,,,KR,156,68634
42592,Who Are You?,누구세요?,,2008-03-05,https://image.tmdb.org/t/p/w500/ksqXKDfq02nmBwV3MNLhN3JEV2t.jpg,,,"1257592, 1091050, 1238647, 1257606, 1590847, 150242, 552069, 1016125, 63444, 64454, 1630449, 587632","35, 18",1.0,17.0,70.0,"Cha Seung Hyo is an abandoned child who gets adopted in the United States and grows up to be a cold hearted person. Son Il Gun is a father who died, but he left things unfinished with his daughter. In order to make sure that his daughter is provided for he controls Seung Hyo's body for three hours a day for 49 days. He buys his daughter the things he couldn't do when he was alive with Seung Hyo's money. Il Gun's daughter, Young In, is a quick-tempered girl who meets Seung Hyo during her part-time job. At first she has a bad impression of him but she gradually starts to fall for the lonely Seung Hyo who is unable to open up to anyone else because of his bitter past.",2.593,,,,,KR,97,
63530,Mama ,마마,,2014-08-02,https://image.tmdb.org/t/p/w500/c0xkumbQcInSXSYjJVIm7SnQ9H5.jpg,https://image.tmdb.org/t/p/original/vIP6FWSyQJ382H83iWBLUxnAaMK.jpg,,"1254976, 84854, 1100787, 90472, 1347525, 1493898, 1077269, 572224","18, 10751, 10749",1.0,24.0,65.0,"Han Seung-hee is a successful painter and a happy single mother to her son, Geu-roo. But when she gets diagnosed with a terminal illness, Seung-hee becomes determined that Geu-roo will be adopted by a nice family after she's gone. So she seeks out her ex-boyfriend Moon Tae-joo, and ends up befriending Tae-joo's wife, Seo Ji-eun. Meanwhile, a much younger photographer Gu Ji-sub falls for Seung-hee.",2.584,,,,,KR,97,10675
125449,Here's My Plan,목표가 생겼다,,2021-05-19,https://image.tmdb.org/t/p/w500/sxkCu5HaylanNpDYRbZbn9svg74.jpg,https://image.tmdb.org/t/p/original/b0icHj1jpltlaVPhw45lsYItICO.jpg,,"1681260, 2152558, 1565993, 3019258, 2998102",18,1.0,4.0,60.0,A girl believes her whole life has been miserable. She dreams of revenge on people who are responsible for her misery.,2.576,6.0,2.0,,,KR,97,"154531, 154532"
33701,I Am Legend,나는 전설이다,,2010-08-02,https://image.tmdb.org/t/p/w500/lo9pBFuDYHbYZDmBsyBATq3mdEf.jpg,,,"83123, 1250036, 1350087, 1487437, 572224",18,1.0,16.0,,"I am Legend is a South Korean television series starring Kim Jung-eun that was broadcast on SBS on August 2 to September 21, 2010.",2.575,7.2,2.0,,,KR,156,87422
3852,Yeon Gaesomun,연개소문,"martial arts, historical figure, period drama, historical, ancient korea, chinese invasion of korea, kingdom of goguryeo, korea",2006-06-08,https://image.tmdb.org/t/p/w500/7AVJqn3G1iFDL0woxJI3VRszGO.jpg,https://image.tmdb.org/t/p/original/7fcTm9fFDZGoehhcu585Ivuj4cB.jpg,,"592256, 1180185, 570899, 1253448, 1253440, 1222431, 3592937","10768, 18",1.0,2.0,49.0,"The series follows the life of Yeon Gaesomun, a powerful military dictator in the waning days of the Goguryeo kingdom.",3.803,,,,,KR,156,86982
12046,Piano,피아노,"sibling relationship, parent child relationship, forbidden love, family relationships, busan, south korea",2001-11-21,https://image.tmdb.org/t/p/w500/tKXCMk5VojzIA9UnreKm9z1iOtx.jpg,,,"83012, 127564, 64453",18,1.0,16.0,60.0,"Piano is about a father’s terrible love through a fantastical way, the unacceptable love between stepsiblings, and conflicts within a family.",2.556,8.0,2.0,,,KR,156,
46520,Little Mom Scandal,리틀맘 스캔들,,2008-06-14,https://image.tmdb.org/t/p/w500/9XX95gKZoDVlCb08AaHxNWaMO0g.jpg,https://image.tmdb.org/t/p/original/7YpA8VEo1fh0GlgEGBbxYvhuZXN.jpg,1715368,"1252370, 2197963, 565393, 1287914","18, 35",2.0,16.0,60.0,The drama about a rebellious teenage girl who ends up getting pregnant and being an unwed mother at the age of 18,2.555,,,,,,97,
195313,Unicorn,유니콘,sitcom,2022-08-26,https://image.tmdb.org/t/p/w500/m8v3APBGhn4XRPjuSCQx5VvsESc.jpg,https://image.tmdb.org/t/p/original/6M9JT96cbjN2uo4vrE9FZb16Jyg.jpg,"1963223, 3510464","25004, 1916226, 1717333, 2934538, 2133923, 1988490, 2330965, 2134253","18, 35",1.0,12.0,40.0,"Following the crew at the fictional company Maccom, where they navigate the chaotic battlefield common to Korean start-ups. Steve is the slightly mad mastermind behind Maccom, while Ashley is on the innovation team and is one of his smartest employees.",2.554,10.0,3.0,,,KR,5169,"86418, 173594"
66385,Good Person,좋은 사람,"wrongfully accused, melodrama",2016-05-02,https://image.tmdb.org/t/p/w500/9XAOybG9xuPk82fc8AJrtkL2HRT.jpg,,,"1249206, 1257611","10751, 18",1.0,55.0,40.0,Yoon Jung Won has a happy marriage with her husband. She works as an insurance saleswoman to support her family and she likes talking with other people. A sudden accident occurs that kills her husband and Jung Won becomes involved in an incident. She is falsely accused and struggles to clear her name.,2.552,,,,,KR,97,
91984,My Old Friend,마이 올드 프렌드,"friendship, grandparent grandchild relationship, father son relationship, father daughter relationship",2016-12-14,https://image.tmdb.org/t/p/w500/4CZJUnHwfVHklGqt2G5eu1AF9r4.jpg,https://image.tmdb.org/t/p/original/42F4irTzujiXRKopByJMaRtKkFL.jpg,,"2381047, 1862093, 1338164, 227441, 1351055","18, 10751",1.0,1.0,12.0,A drama about a grandpa and his granddaughter with very different personalities spend a weekend together and form a bond as they become friends.,2.551,,,,,KR,1152,
90136,W.H.Y. : What Happened to Your relationship,WHY: 당신이 연인에게 차인 진짜 이유,"relationship, dumped, dumped by boyfriend",2018-11-10,https://image.tmdb.org/t/p/w500/uGLcYFaQwbQksf009FSUpkvY1O5.jpg,,,"2333292, 1181895, 2333297, 2333298, 3138823, 2333300, 2333299, 2333301, 2333302","35, 18",1.0,10.0,12.0,"It was the perfect date for the 100th day. However, the end was a breakup. The thought that can’t go away, “Why I got dumped?” It’s the story of one guy about his breakup, friendship, and journey.",2.551,,,,,KR,"1152, 2433",126931
91302,Dating Class,필수연애교양,,2019-05-10,https://image.tmdb.org/t/p/w500/oJF9RZSQXoOgigk4hDamBju0guo.jpg,https://image.tmdb.org/t/p/original/7DpoNtxPOqQ56Zflk7SmDuCYWDm.jpg,,"3159475, 2410659, 2307878, 3212104, 2339725",18,1.0,16.0,15.0,"The story revolves around 6 university students who are new to dating and the lessons they learn along the way, and the web series is based on an actual university class titled 'An Introduction to Dating'.",2.538,9.0,1.0,,,KR,1152,160031
79423,Spark,스파크,,2016-07-25,https://image.tmdb.org/t/p/w500/xelyt1NP0MoYAzwSz7xULhpi8SH.jpg,https://image.tmdb.org/t/p/original/cAGofmro8fVgcJ5ZTHGkkoqROVB.jpg,,"2040151, 1955065, 561199, 1559863",18,1.0,12.0,,"'Spark' is a mini music drama like a night concert in the summertime, centering on a man who leaks a great deal of electricity after a sudden accident and a woman he can't get away from no matter how hard he tries",2.534,,,,,KR,1152,
42339,Queen Insoo,인수대비,"historical figure, period drama, historical, joseon dynasty",2011-12-03,https://image.tmdb.org/t/p/w500/aHf9J27qShnIAPWUMUX1OhDlLFF.jpg,https://image.tmdb.org/t/p/original/lZYl8bCltE4HVNRu1qNz02Cu3Ob.jpg,,"93997, 1436191, 132148, 1686202, 232034, 1252339, 92678","10768, 18",1.0,60.0,45.0,Queen Insoo focuses on the fierce power struggle among three women in the royal court of the Joseon Dynasty.,3.33,6.0,1.0,,,KR,885,"86981, 172185"
65365,Beautiful You,아름다운 당신,,2015-11-09,https://image.tmdb.org/t/p/w500/52LuqWCmRmoluDpeaEXmF2oETqy.jpg,,,"1239251, 1715741, 1255800, 1257611, 553237, 1101372, 1251075, 1419854, 1333031","18, 10751, 10749",1.0,122.0,35.0,"This is the story of various characters who learn about love, courage, healing and savior in the name of ‘family’ who stand by your side in times of hardships. This drama is a beautiful love story which will comfort your exhausted soul.",2.532,5.8,2.0,,,KR,97,
1162,Which Star Are You From?,넌 어느 별에서 왔니,,2006-03-10,https://image.tmdb.org/t/p/w500/nK36kd7Xiw5G06yUP6105cEK0b1.jpg,https://image.tmdb.org/t/p/original/Ag729amK6guSH1n541SUMkQ28E0.jpg,,"1222330, 1112233, 1093223, 1257619",18,1.0,16.0,60.0,Which Star Are You From is a South Korean television drama that aired on MBC in 2006.,4.21,9.0,1.0,,,KR,97,56797
59789,Partner,파트너,"infidelity, romance, unrequited love, lawyer, law firm",2009-06-24,https://image.tmdb.org/t/p/w500/hF3tv2tnnrB6jdeqMtdMMcHV1W7.jpg,https://image.tmdb.org/t/p/original/ef3oy3h3m6FUADuACSMuQW8WsYN.jpg,,"232599, 1238592, 1364528, 1107788, 551682, 118976, 138527, 87762, 1246906, 64454, 1239677, 123339, 587632, 1123505",18,1.0,16.0,70.0,"""Partner"" centers around two law firms as they struggle to defend the accused and those around them. Kang Eun-ho, a widowed single mother & attorney, tangles with the charismatic and ruthless attorney Lee Tae-jo.

In the first two episodes the attorneys work on cases involving a step-brother chraged with murdering of his step-sister and a lawsuit between a wealthy mother-in-law and her divorced daughter-in-law.

Each successive episode will cover provocative cases like these, while also bringing to light the charms of the attorneys and their daily lives.",2.513,6.0,1.0,,,KR,342,
31371,Style,스타일,,2009-08-01,https://image.tmdb.org/t/p/w500/SyARiyUjJTbr9Ma0H53CnwTKps.jpg,https://image.tmdb.org/t/p/original/6VYi9f5gJIn884awxJE3EuWwTWq.jpg,,"1241056, 146245, 1249786, 548063","18, 35",1.0,16.0,,"Style is a 2009 South Korean television series starring Kim Hye-soo, Lee Ji-ah, Ryu Shi-won, and Lee Yong-woo. It aired on SBS from August 1 to September 20, 2009 on Saturdays and Sundays at 21:45 for 16 episodes. Based on the popular 2008 chick lit novel of the same title by former fashion reporter Baek Young-ok, Style depicts the inner workings of a fictional fashion magazine.",2.97,2.2,2.0,,,KR,156,
5208,Smile Again,스마일 어게인,,2006-05-17,https://image.tmdb.org/t/p/w500/rZpOAZrzcjG6GzF3SozhRRBuayw.jpg,,,"70688, 1233804, 1299479, 232408, 573791, 139498","18, 10749",1.0,16.0,60.0,"Smile Again is a 2006 South Korea television series starring Lee Dong-gun, Kim Hee-sun, Lee Jin-wook and Yoon Se-ah. It aired on SBS from May 17 to July 6, 2006 on Wednesdays and Thursdays at 21:55 for 16 episodes.",2.486,8.0,1.0,,,KR,156,125444
136446,Political Fever,이렇게 된 이상 청와대로 간다,"politics, minister, government official",2021-11-12,https://image.tmdb.org/t/p/w500/2bCpgytAh39VoLYjGxUnR3iAe4V.jpg,https://image.tmdb.org/t/p/original/48bcY1JLEV0VuhNwIKkxlMUzDJa.jpg,1044943,"930417, 2033111, 1791945, 1615316, 1420814, 566373, 2643775, 1671441, 3288693","35, 18",1.0,12.0,60.0,"A black comedy political sitcom about an Olympic gold medalist who was appointed as minister of Ministry of Culture, Sports and Tourism and is facing a kidnapping incident of her husband who is a political critic.",2.484,8.0,2.0,,,KR,3357,165812
68042,Invincible Parachute Agent,무적의 낙하산요원,spy,2006-09-06,https://image.tmdb.org/t/p/w500/phFkwkU0s6ouvrdH12gtwzvXE6V.jpg,,,"1237911, 1010877, 1523052, 1686201, 552069, 1128092, 86329, 1686202, 2786533","10759, 35, 18",1.0,16.0,70.0,Choi Kang is a high school dropout with no goals and no future. Until one day he finds himself recruited into the elite Korea Secret Agency...,2.482,8.0,1.0,,,KR,"156, 185",38369
23410,Shin Don,신돈,"historical, goryeo dynasty",2005-09-24,https://image.tmdb.org/t/p/w500/kSQgy409Tfi28LLZAtaHhPOqYKV.jpg,,,"1235476, 127708, 1233712, 145999",18,1.0,66.0,60.0,"In order to make sure that Koryo was free, Gong Min Wang married a woman he did not love. The Mongolians ruled Koryo so Gong Min Wang married the Mongolian princess in hopes that one day Koryo could be freed. Shin Don was a Buddhist priest who both Queen Nokuk and King Gong Min depended on for advice in ruling Koryo.",2.481,6.0,2.0,,,KR,97,"26511, 68634"
64750,Hero,히어로,"future, corruption, superhero, supernatural, superhuman, miniseries, super power, superhuman strength, corrupt system, superhuman abilities, south korea, south korean, strong male lead, fictional city",2012-03-18,https://image.tmdb.org/t/p/w500/9bO9pamRJRJAapXIc5xWXr5bTnp.jpg,https://image.tmdb.org/t/p/original/wlHXXjO2xL8oTEc7YEktEkjdgMM.jpg,,"1297749, 1254976, 79574, 587634, 42799, 566375, 1257590, 1107788, 1467287, 1599717","18, 10765, 10759",1.0,9.0,65.0,"Set in the near future, the country of South Korea has gone bankrupt. In the fictional city of Mooyoung, irregularities and corruption has now become rampant. By chance, Kim Heug-Cheol  receives superhuman strength and he fights against the corruption plaguing the city of Mooyoung.",2.463,8.0,1.0,,,KR,627,
35448,Kim Soo Ro,김수로,"period drama, ancient korea, 2nd century, gaya",2010-05-29,https://image.tmdb.org/t/p/w500/4XWiBy0dITJ4bHCJ5xTbgmYFXdP.jpg,https://image.tmdb.org/t/p/original/lgNv5btUzZ5geVp79aRTAjE3P8l.jpg,,"132180, 1254974, 1094648, 80654, 127708, 1257613, 1352803, 1240217, 551682, 42795, 1254424","18, 10759",1.0,32.0,70.0,"This drama charts the life of Kim Soo Ro, legendary founder of Geumgwan Gaya, the ruling city-state of the Gaya confederacy, which dominated sea trade and iron working during the Three Kingdoms Period. Kim Soo Ro's fiery temperament, charisma and intelligence are his only defense in the extended political struggle, with competition for the throne from his half-brother and lifelong rival, Ijinashi, his former friend Suk Tal Hae, and the dangerous ambitions of Shin Kwi Gan.",4.102,8.8,4.0,,,KR,97,
57557,Wang’s Family,왕가네 식구들,"romance, family",2013-08-31,https://image.tmdb.org/t/p/w500/94sKbhZndUSg2sHgbFdCoG0m1qR.jpg,https://image.tmdb.org/t/p/original/pn28ahrWJLx19oozefJvlzIR7SL.jpg,,"1234183, 93252, 1254981, 551171, 1255548, 145999, 1233841, 1275152, 123808, 1093223, 2283356, 989991, 2150704, 1251348, 118667, 1286419, 1252016","35, 18, 10766",1.0,4.0,,"Wang Subak, the eldest daughter of the Wang family, had married into a wealthy family. But after her husband Ko Minjung goes bankrupt, she and her family have to move back into her parents' home. Second daughter Hobak is also having financial difficulties with her jobless husband Heo Sedal, while third daughter Gwangbak suddenly decides to quit her stable job as a teacher to pursue her dream of becoming a writer. Navigating the pressures of their circumstances will test every member of the family as they struggle to find happiness and love.",2.46,7.5,2.0,,,KR,342,
42299,Legend of the Patriots,전우,,2010-06-19,https://image.tmdb.org/t/p/w500/lRBWXOOXc3ZBWKdY2bfRFuGVmVY.jpg,,2000142,"1255548, 980290, 69379, 1235481, 1232904, 1004565, 1593676, 552156, 1593676, 1505668, 1306444, 1122779, 1253475","10759, 18",1.0,20.0,55.0,"Legend of the Patriots is a remake of the 1975 South Korean drama Comrades. Its production was spawned to commemorate the 60th anniversary of the Korean War. The story centers around the lives of eleven Korean soldiers fighting in the Korean War. Director Kim Sang-hwi remarked that the series is not about the ideologies of South and North Korea, but rather focuses on the struggles of ordinary people who lived through the war.",2.455,7.5,4.0,,,,829,
65354,Puck,퍽!,"friendship, sports, gangster, ice hockey, extortion, debt collector, university",2016-01-01,https://image.tmdb.org/t/p/w500/64xAaAIlIYaMiVffYIHAdwvXeUy.jpg,https://image.tmdb.org/t/p/original/k8KttDCwmQcNgNhyIa7AMUycN1E.jpg,,"1326172, 1318869, 1256250, 1385609, 1419854, 1648169, 1845771, 1171951",18,1.0,2.0,60.0,"Due to his ex-wife’s debt, Joon-Man (Lee Kwang-Soo) had no choice but to work for a gang boss. Even though he has a warm personality, he works as a loan shark. To get debt from an ice hockey coach, Joon-Man joins the ice hockey team.",2.453,9.0,1.0,,,KR,156,
68653,My Fair Lady,오 마이 금비,"swindler, terminal care, father daughter relationship, melodrama",2016-11-16,https://image.tmdb.org/t/p/w500/1MSiSC55NTGjbE18oDXYttFxyqH.jpg,https://image.tmdb.org/t/p/original/8EhlfPMBx1mW3O81NZ1CjyBZ1mz.jpg,,"96784, 1706959, 98131, 1229707, 1505668, 1235047","10751, 18",1.0,16.0,60.0,"Geum Bi is only 8-years-old, but she suffers from dementia. She is slowly losing her memory. Her father Hwi Cheol is a swindler. While taking care of Geum Bi, he learns about the preciousness of life. Jang Joo Young becomes involved with Geum Bi and Hwi Cheol.",3.801,8.5,4.0,,,KR,342,36226
122098,Summer Guys,썸머가이즈,,2021-03-30,https://image.tmdb.org/t/p/w500/tLuDMvQtljncGE4iSaBKCAnXH9o.jpg,https://image.tmdb.org/t/p/original/1NjmisO1lKA2Qxx8qWypkdX979m.jpg,,"3030899, 1649634, 1875646, 2621981, 1875639",18,1.0,10.0,30.0,"Next to a luxury resort on a beach in Jeju Island is a run-down cocktail bar called “Summer Guys”. The owner, and the only bartender of this establishment, is Oh Jin Dal Lae who has been barely making ends meet and very close to going out of business. On a hot summer day with the sun blazing overhead, three suspicious guys appear before her. These three end up becoming bartenders with a mission to save the bar. Three guys, one girl, and cocktails are a recipe for love. Jin Dal Lae finds herself in a blissful dilemma among them, but all three of the guys seem to have an ulterior motive. Why did these three come to Summer Guys? Why are they helping Jin Dal Lae? And, which of the three is her fated match?",2.444,8.0,2.0,,,KR,3612,134892
82927,Twelve Nights,열두밤,,2018-10-12,https://image.tmdb.org/t/p/w500/jSDKoHwHb87wwUfOQJqG2Rn3mcw.jpg,https://image.tmdb.org/t/p/original/u1AqXlL6b4d5Cvo4sHYwFZyMZ4m.jpg,,"1122532, 1671008, 64455, 1989398, 1351055, 119529",18,1.0,12.0,,Yoo Kyung and and Hyun Oh surprisingly keep bumping into each other over the course of three different trips and end up spending 12 nights together. Could this be just coincidence or something much more?,2.432,6.0,1.0,,,KR,1943,
1293,The Clinic for Married Couples: Love and War,부부클리닉 사랑과 전쟁,,1999-10-22,,,,"935995, 1500578",18,2.0,2.0,70.0,"The Clinic for Married Couples: Love and War, aka Husbands and Wives: Love or War, is a South Korean TV program.",2.86,,,,,,342,
